review_id,user_id,review_eval,created_at,updated_at
42,6,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
42,7,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
42,8,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
42,9,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
42,10,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
42,11,5,2019/11/30 16:57:00,2019/11/30 16:57:00
43,2,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
43,3,1.4,2019/11/30 16:57:00,2019/11/30 16:57:00
43,4,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
43,5,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
43,6,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
43,7,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
43,8,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
43,9,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
43,10,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
43,11,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
44,2,5,2019/11/30 16:57:00,2019/11/30 16:57:00
44,3,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
44,4,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
44,5,4,2019/11/30 16:57:00,2019/11/30 16:57:00
44,6,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
44,7,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
44,8,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
44,9,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
44,10,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
44,11,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
45,2,4,2019/11/30 16:57:00,2019/11/30 16:57:00
45,3,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
45,4,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
45,5,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
45,6,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
45,7,4.5,2019/11/30 16:57:00,2019/11/30 16:57:00
45,8,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
45,9,4.5,2019/11/30 16:57:00,2019/11/30 16:57:00
45,10,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
45,11,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
46,2,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
46,3,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
46,4,3.5,2019/11/30 16:57:00,2019/11/30 16:57:00
46,5,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
46,6,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
46,7,4,2019/11/30 16:57:00,2019/11/30 16:57:00
46,8,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
46,9,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
46,10,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
46,11,2,2019/11/30 16:57:00,2019/11/30 16:57:00
47,2,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
47,3,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
47,4,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
47,5,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
47,6,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
47,7,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
47,8,4,2019/11/30 16:57:00,2019/11/30 16:57:00
47,9,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
47,10,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
47,11,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
48,2,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
48,3,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
48,4,3.7,2019/11/30 16:57:00,2019/11/30 16:57:00
48,5,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
48,6,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
48,7,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
48,8,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
48,9,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
48,10,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
48,11,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
49,2,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
49,3,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
49,4,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
49,5,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
49,6,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
49,7,0.8,2019/11/30 16:57:00,2019/11/30 16:57:00
49,8,3,2019/11/30 16:57:00,2019/11/30 16:57:00
49,9,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
49,10,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
49,11,3.8,2019/11/30 16:57:00,2019/11/30 16:57:00
50,2,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
50,3,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
50,4,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
50,5,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
50,6,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
50,7,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
50,8,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
50,9,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
50,10,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
50,11,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
51,2,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
51,3,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
51,4,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
51,5,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
51,6,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
51,7,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
51,8,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
51,9,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
51,10,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
51,11,1.4,2019/11/30 16:57:00,2019/11/30 16:57:00
52,2,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
52,3,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
52,4,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
52,5,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
52,6,3.8,2019/11/30 16:57:00,2019/11/30 16:57:00
52,7,3.9,2019/11/30 16:57:00,2019/11/30 16:57:00
52,8,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
52,9,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
52,10,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
52,11,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
53,2,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
53,3,1,2019/11/30 16:57:00,2019/11/30 16:57:00
53,4,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
53,5,3.8,2019/11/30 16:57:00,2019/11/30 16:57:00
53,6,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
53,7,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
53,8,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
53,9,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
53,10,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
53,11,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
54,2,3.7,2019/11/30 16:57:00,2019/11/30 16:57:00
54,3,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
54,4,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
54,5,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
54,6,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
54,7,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
54,8,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
54,9,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
54,10,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
54,11,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
55,2,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
55,3,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
55,4,3.8,2019/11/30 16:57:00,2019/11/30 16:57:00
55,5,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
55,6,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
55,7,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
55,8,2,2019/11/30 16:57:00,2019/11/30 16:57:00
55,9,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
55,10,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
55,11,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
56,2,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
56,3,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
56,4,1,2019/11/30 16:57:00,2019/11/30 16:57:00
56,5,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
56,6,3.5,2019/11/30 16:57:00,2019/11/30 16:57:00
56,7,0,2019/11/30 16:57:00,2019/11/30 16:57:00
56,8,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
56,9,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
56,10,0,2019/11/30 16:57:00,2019/11/30 16:57:00
56,11,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
57,2,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
57,3,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
57,4,3,2019/11/30 16:57:00,2019/11/30 16:57:00
57,5,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
57,6,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
57,7,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
57,8,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
57,9,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
57,10,1,2019/11/30 16:57:00,2019/11/30 16:57:00
57,11,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
58,2,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
58,3,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
58,4,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
58,5,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
58,6,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
58,7,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
58,8,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
58,9,3,2019/11/30 16:57:00,2019/11/30 16:57:00
58,10,4,2019/11/30 16:57:00,2019/11/30 16:57:00
58,11,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
59,2,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
59,3,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
59,4,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
59,5,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
59,6,2.8,2019/11/30 16:57:00,2019/11/30 16:57:00
59,7,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
59,8,3.8,2019/11/30 16:57:00,2019/11/30 16:57:00
59,9,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
59,10,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
59,11,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
60,2,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
60,3,0,2019/11/30 16:57:00,2019/11/30 16:57:00
60,4,0,2019/11/30 16:57:00,2019/11/30 16:57:00
60,5,3.5,2019/11/30 16:57:00,2019/11/30 16:57:00
60,6,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
60,7,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
60,8,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
60,9,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
60,10,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
60,11,0.8,2019/11/30 16:57:00,2019/11/30 16:57:00
61,2,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
61,3,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
61,4,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
61,5,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
61,6,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
61,7,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
61,8,4,2019/11/30 16:57:00,2019/11/30 16:57:00
61,9,3.9,2019/11/30 16:57:00,2019/11/30 16:57:00
61,10,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
61,11,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
62,2,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
62,3,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
62,4,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
62,5,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
62,6,5,2019/11/30 16:57:00,2019/11/30 16:57:00
62,7,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
62,8,1.4,2019/11/30 16:57:00,2019/11/30 16:57:00
62,9,3.8,2019/11/30 16:57:00,2019/11/30 16:57:00
62,10,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
62,11,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
63,2,0,2019/11/30 16:57:00,2019/11/30 16:57:00
63,3,3.9,2019/11/30 16:57:00,2019/11/30 16:57:00
63,4,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
63,5,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
63,6,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
63,7,0.9,2019/11/30 16:57:00,2019/11/30 16:57:00
63,8,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
63,9,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
63,10,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
63,11,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
64,2,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
64,3,2.9,2019/11/30 16:57:00,2019/11/30 16:57:00
64,4,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
64,5,1.4,2019/11/30 16:57:00,2019/11/30 16:57:00
64,6,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
64,7,0,2019/11/30 16:57:00,2019/11/30 16:57:00
64,8,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
64,9,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
64,10,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
64,11,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
65,2,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
65,3,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
65,4,1,2019/11/30 16:57:00,2019/11/30 16:57:00
65,5,3.8,2019/11/30 16:57:00,2019/11/30 16:57:00
65,6,4,2019/11/30 16:57:00,2019/11/30 16:57:00
65,7,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
65,8,3.5,2019/11/30 16:57:00,2019/11/30 16:57:00
65,9,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
65,10,0,2019/11/30 16:57:00,2019/11/30 16:57:00
65,11,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
66,2,2.9,2019/11/30 16:57:00,2019/11/30 16:57:00
66,3,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
66,4,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
66,5,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
66,6,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
66,7,4.5,2019/11/30 16:57:00,2019/11/30 16:57:00
66,8,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
66,9,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
66,10,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
66,11,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
67,2,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
67,3,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
67,4,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
67,5,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
67,6,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
67,7,3.9,2019/11/30 16:57:00,2019/11/30 16:57:00
67,8,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
67,9,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
67,10,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
67,11,3.5,2019/11/30 16:57:00,2019/11/30 16:57:00
68,2,3.7,2019/11/30 16:57:00,2019/11/30 16:57:00
68,3,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
68,4,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
68,5,5,2019/11/30 16:57:00,2019/11/30 16:57:00
68,6,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
68,7,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
68,8,3.1,2019/11/30 16:57:00,2019/11/30 16:57:00
68,9,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
68,10,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
68,11,3.2,2019/11/30 16:57:00,2019/11/30 16:57:00
69,2,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
69,3,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
69,4,3,2019/11/30 16:57:00,2019/11/30 16:57:00
69,5,2.8,2019/11/30 16:57:00,2019/11/30 16:57:00
69,6,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
69,7,2,2019/11/30 16:57:00,2019/11/30 16:57:00
69,8,0.8,2019/11/30 16:57:00,2019/11/30 16:57:00
69,9,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
69,10,2,2019/11/30 16:57:00,2019/11/30 16:57:00
69,11,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
70,2,3.7,2019/11/30 16:57:00,2019/11/30 16:57:00
70,3,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
70,4,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
70,5,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
70,6,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
70,7,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
70,8,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
70,9,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
70,10,4,2019/11/30 16:57:00,2019/11/30 16:57:00
70,11,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
71,2,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
71,3,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
71,4,0.8,2019/11/30 16:57:00,2019/11/30 16:57:00
71,5,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
71,6,3.3,2019/11/30 16:57:00,2019/11/30 16:57:00
71,7,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
71,8,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
71,9,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
71,10,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
71,11,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
72,2,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
72,3,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
72,4,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
72,5,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
72,6,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
72,7,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
72,8,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
72,9,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
72,10,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
72,11,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
73,2,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
73,3,4.5,2019/11/30 16:57:00,2019/11/30 16:57:00
73,4,2.3,2019/11/30 16:57:00,2019/11/30 16:57:00
73,5,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
73,6,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
73,7,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
73,8,2,2019/11/30 16:57:00,2019/11/30 16:57:00
73,9,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
73,10,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
73,11,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
74,2,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
74,3,2.6,2019/11/30 16:57:00,2019/11/30 16:57:00
74,4,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
74,5,3,2019/11/30 16:57:00,2019/11/30 16:57:00
74,6,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
74,7,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
74,8,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
74,9,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
74,10,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
74,11,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
75,2,0.2,2019/11/30 16:57:00,2019/11/30 16:57:00
75,3,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
75,4,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
75,5,2,2019/11/30 16:57:00,2019/11/30 16:57:00
75,6,0.1,2019/11/30 16:57:00,2019/11/30 16:57:00
75,7,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
75,8,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
75,9,3.5,2019/11/30 16:57:00,2019/11/30 16:57:00
75,10,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
75,11,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
76,2,2.2,2019/11/30 16:57:00,2019/11/30 16:57:00
76,3,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
76,4,4,2019/11/30 16:57:00,2019/11/30 16:57:00
76,5,0,2019/11/30 16:57:00,2019/11/30 16:57:00
76,6,4,2019/11/30 16:57:00,2019/11/30 16:57:00
76,7,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
76,8,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
76,9,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
76,10,0.9,2019/11/30 16:57:00,2019/11/30 16:57:00
76,11,0.8,2019/11/30 16:57:00,2019/11/30 16:57:00
77,2,0.5,2019/11/30 16:57:00,2019/11/30 16:57:00
77,3,0.8,2019/11/30 16:57:00,2019/11/30 16:57:00
77,4,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
77,5,0,2019/11/30 16:57:00,2019/11/30 16:57:00
77,6,1.4,2019/11/30 16:57:00,2019/11/30 16:57:00
77,7,1.6,2019/11/30 16:57:00,2019/11/30 16:57:00
77,8,5,2019/11/30 16:57:00,2019/11/30 16:57:00
77,9,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
77,10,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
77,11,3.8,2019/11/30 16:57:00,2019/11/30 16:57:00
78,2,4,2019/11/30 16:57:00,2019/11/30 16:57:00
78,3,2,2019/11/30 16:57:00,2019/11/30 16:57:00
78,4,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
78,5,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
78,6,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
78,7,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
78,8,3.7,2019/11/30 16:57:00,2019/11/30 16:57:00
78,9,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
78,10,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
78,11,2.7,2019/11/30 16:57:00,2019/11/30 16:57:00
79,2,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
79,3,4.9,2019/11/30 16:57:00,2019/11/30 16:57:00
79,4,5,2019/11/30 16:57:00,2019/11/30 16:57:00
79,5,0.9,2019/11/30 16:57:00,2019/11/30 16:57:00
79,6,1.7,2019/11/30 16:57:00,2019/11/30 16:57:00
79,7,3,2019/11/30 16:57:00,2019/11/30 16:57:00
79,8,4,2019/11/30 16:57:00,2019/11/30 16:57:00
79,9,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
79,10,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
79,11,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
80,2,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
80,3,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
80,4,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
80,5,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
80,6,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
80,7,3.4,2019/11/30 16:57:00,2019/11/30 16:57:00
80,8,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
80,9,1.5,2019/11/30 16:57:00,2019/11/30 16:57:00
80,10,4.7,2019/11/30 16:57:00,2019/11/30 16:57:00
80,11,4.1,2019/11/30 16:57:00,2019/11/30 16:57:00
81,2,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
81,3,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
81,4,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
81,5,0.9,2019/11/30 16:57:00,2019/11/30 16:57:00
81,6,0.6,2019/11/30 16:57:00,2019/11/30 16:57:00
81,7,3.6,2019/11/30 16:57:00,2019/11/30 16:57:00
81,8,4.6,2019/11/30 16:57:00,2019/11/30 16:57:00
81,9,3.5,2019/11/30 16:57:00,2019/11/30 16:57:00
81,10,1.1,2019/11/30 16:57:00,2019/11/30 16:57:00
81,11,4,2019/11/30 16:57:00,2019/11/30 16:57:00
82,2,1.2,2019/11/30 16:57:00,2019/11/30 16:57:00
82,3,2.4,2019/11/30 16:57:00,2019/11/30 16:57:00
82,4,3.9,2019/11/30 16:57:00,2019/11/30 16:57:00
82,5,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
82,6,4.3,2019/11/30 16:57:00,2019/11/30 16:57:00
82,7,2.5,2019/11/30 16:57:00,2019/11/30 16:57:00
82,8,0.4,2019/11/30 16:57:00,2019/11/30 16:57:00
82,9,4.8,2019/11/30 16:57:00,2019/11/30 16:57:00
82,10,4.4,2019/11/30 16:57:00,2019/11/30 16:57:00
82,11,2.1,2019/11/30 16:57:00,2019/11/30 16:57:00
83,2,1.8,2019/11/30 16:57:00,2019/11/30 16:57:00
83,3,0.7,2019/11/30 16:57:00,2019/11/30 16:57:00
83,4,4.2,2019/11/30 16:57:00,2019/11/30 16:57:00
83,5,1.9,2019/11/30 16:57:00,2019/11/30 16:57:00
83,6,4.5,2019/11/30 16:57:00,2019/11/30 16:57:00
83,7,0.3,2019/11/30 16:57:00,2019/11/30 16:57:00
83,8,1.3,2019/11/30 16:57:00,2019/11/30 16:57:00
